Genes	Transcript_Length	GC_Content
17911	ENSG00000198881	1289	45.84
24841	ENSG00000198883	3213	56.94
23885	ENSG00000198885	4295	50.7
109	ENSG00000198886	1378	44.27
11398	ENSG00000198887	5980	36.37
98	ENSG00000198888	956	47.7
17019	ENSG00000198890	2616	50.31
12837	ENSG00000198892	1341	58.4
6973	ENSG00000198894	4486	43.02
8841	ENSG00000198898	5182	38.99
104	ENSG00000198899	681	44.2
12120	ENSG00000198900	3738	39.86
6833	ENSG00000198901	4087	45.15
11974	ENSG00000198908	5130	42.71
20274	ENSG00000198909	4818	45.21
16947	ENSG00000198910	5141	59.97
9512	ENSG00000198911	5699	48.21
18561	ENSG00000198912	3499	49.32
16282	ENSG00000198914	3064	60.77
11721	ENSG00000198915	4104	56.36
1476	ENSG00000198917	4286	57.61
21545	ENSG00000198918	1915	46.11
11771	ENSG00000198919	5350	35.7
17363	ENSG00000198920	4859	41.58
15232	ENSG00000198924	4468	36.75
19256	ENSG00000198925	4025	55.52
13077	ENSG00000198929	5559	42.43
24349	ENSG00000198931	947	64.35
17347	ENSG00000198932	5980	48.65
12978	ENSG00000198933	4121	58.66
3821	ENSG00000198934	3630	53.97
13035	ENSG00000198937	619	52.31
105	ENSG00000198938	784	46.56
9685	ENSG00000198939	2429	42.31
19606	ENSG00000198945	4518	38.41
11665	ENSG00000198947	13956	36.42
222	ENSG00000198948	6318	42.91
461	ENSG00000198951	3694	53.29
5015	ENSG00000198952	4559	49.82
22385	ENSG00000198954	2707	43.19
21284	ENSG00000198959	5070	52.67
21114	ENSG00000198960	1928	51.56
23402	ENSG00000198961	4889	37.66
5818	ENSG00000198963	9551	37.74
7542	ENSG00000198964	3744	39.37
7286	ENSG00000198976	83	57.83
5690	ENSG00000199023	94	73.4
26052	ENSG00000199024	78	44.87
72	ENSG00000199032	87	57.47
7308	ENSG00000199036	110	68.18
3927	ENSG00000199038	110	72.73
3528	ENSG00000199053	83	61.45
4690	ENSG00000199059	97	52.58
2	ENSG00000199065	79	40.51
26149	ENSG00000199072	87	40.23
9100	ENSG00000199082	99	49.49
2682	ENSG00000199102	68	45.59
3521	ENSG00000199121	77	55.84
4977	ENSG00000199122	99	43.43
26063	ENSG00000199132	91	27.47
1738	ENSG00000199133	87	48.28
5711	ENSG00000199135	75	45.33
7307	ENSG00000199145	68	42.65
1203	ENSG00000199150	84	50
1546	ENSG00000199165	80	42.5
25973	ENSG00000199169	68	35.29
7337	ENSG00000199172	94	51.06
26021	ENSG00000199179	84	53.57
7690	ENSG00000199237	110	40
26068	ENSG00000199266	134	50.75
3548	ENSG00000199293	132	47.73
6015	ENSG00000199325	127	45.67
8758	ENSG00000199347	120	40
4	ENSG00000199348	107	42.99
25960	ENSG00000199377	117	35.04
7672	ENSG00000199381	107	35.51
88	ENSG00000199436	104	47.12
151	ENSG00000199477	130	43.08
9113	ENSG00000199525	121	48.76
9120	ENSG00000199536	107	39.25
4316	ENSG00000199545	117	50.43
4686	ENSG00000199568	116	41.38
7290	ENSG00000199574	69	33.33
3527	ENSG00000199631	85	55.29
26029	ENSG00000199638	119	50.42
2686	ENSG00000199672	126	42.86
2351	ENSG00000199673	99	44.44
143	ENSG00000199691	315	48.25
7974	ENSG00000199719	309	49.19
6038	ENSG00000199730	303	50.5
4305	ENSG00000199744	73	39.73
2343	ENSG00000199753	70	51.43
1543	ENSG00000199785	134	60.45
5675	ENSG00000199804	120	48.33
1228	ENSG00000199805	165	54.55
26090	ENSG00000199815	126	46.03
52	ENSG00000199824	107	38.32
85	ENSG00000199846	153	43.14
5371	ENSG00000199872	107	38.32
5351	ENSG00000199879	157	42.68
7973	ENSG00000199906	113	38.94
6041	ENSG00000199933	111	45.05
5357	ENSG00000199961	84	40.48
66	ENSG00000199977	205	46.83
3946	ENSG00000199990	99	52.53
5359	ENSG00000200087	204	54.9
3942	ENSG00000200091	330	49.09
7987	ENSG00000200095	107	34.58
8771	ENSG00000200113	140	51.43
5678	ENSG00000200138	113	45.13
26136	ENSG00000200152	104	43.27
4304	ENSG00000200156	116	39.66
7678	ENSG00000200169	116	37.93
1756	ENSG00000200259	86	54.65
5713	ENSG00000200312	313	56.23
4656	ENSG00000200320	132	43.18
26079	ENSG00000200350	105	42.86
25968	ENSG00000200354	134	53.73
1544	ENSG00000200355	129	34.11
5682	ENSG00000200394	131	48.09
6522	ENSG00000200403	107	40.19
26124	ENSG00000200488	332	58.43
26010	ENSG00000200525	107	38.32
1552	ENSG00000200530	87	49.43
4699	ENSG00000200534	130	40.77
4319	ENSG00000200564	82	41.46
126	ENSG00000200571	100	38
5348	ENSG00000200623	72	41.67
125	ENSG00000200629	113	46.02
25931	ENSG00000200656	132	53.03
6054	ENSG00000200665	107	38.32
6042	ENSG00000200674	340	50.29
8148	ENSG00000200677	70	40
3940	ENSG00000200731	145	48.28
4981	ENSG00000200785	110	50
26069	ENSG00000200792	136	55.88
4680	ENSG00000200795	141	48.23
4689	ENSG00000200814	107	37.38
4683	ENSG00000200815	107	35.51
26112	ENSG00000200816	132	44.7
3552	ENSG00000200831	74	37.84
148	ENSG00000200840	107	39.25
25943	ENSG00000200879	85	44.71
26060	ENSG00000200882	104	35.58
26032	ENSG00000200913	104	48.08
150	ENSG00000200924	107	42.99
3917	ENSG00000200959	198	48.48
26057	ENSG00000200983	130	52.31
1185	ENSG00000201003	136	47.79
5393	ENSG00000201028	107	37.38
2333	ENSG00000201044	107	42.99
25982	ENSG00000201078	315	58.73
7318	ENSG00000201098	113	44.25
8756	ENSG00000201121	105	43.81
26132	ENSG00000201247	74	45.95
4710	ENSG00000201264	72	27.78
25976	ENSG00000201302	130	54.62
25958	ENSG00000201308	103	37.86
2705	ENSG00000201367	107	35.51
26056	ENSG00000201390	107	40.19
6521	ENSG00000201428	318	51.26
26156	ENSG00000201435	139	38.85
26080	ENSG00000201441	106	50
5401	ENSG00000201457	135	51.85
4668	ENSG00000201458	130	39.23
8153	ENSG00000201470	96	41.67
93	ENSG00000201487	72	34.72
26096	ENSG00000201492	118	55.93
6027	ENSG00000201499	107	38.32
25986	ENSG00000201510	340	48.82
119	ENSG00000201512	134	57.46
5670	ENSG00000201544	135	41.48
1215	ENSG00000201558	164	50.61
3920	ENSG00000201581	318	50.94
2336	ENSG00000201643	135	45.19
61	ENSG00000201662	103	41.75
26041	ENSG00000201675	84	52.38
26073	ENSG00000201699	162	46.91
25993	ENSG00000201754	67	43.28
1207	ENSG00000201772	137	59.12
26012	ENSG00000201785	76	44.74
4965	ENSG00000201793	299	54.52
2678	ENSG00000201794	301	51.83
1192	ENSG00000201801	120	33.33
5386	ENSG00000201813	103	37.86
26019	ENSG00000201818	96	42.71
7990	ENSG00000201823	64	56.25
68	ENSG00000201882	70	40
26146	ENSG00000201900	105	45.71
5361	ENSG00000201998	182	46.15
7682	ENSG00000202031	70	47.14
9115	ENSG00000202058	283	56.89
4659	ENSG00000202125	165	48.48
9103	ENSG00000202150	104	40.38
7331	ENSG00000202184	105	35.24
3913	ENSG00000202198	331	58.01
3956	ENSG00000202205	101	43.56
1759	ENSG00000202227	103	38.83
7327	ENSG00000202260	305	48.52
4707	ENSG00000202297	102	39.22
26135	ENSG00000202314	73	45.21
8162	ENSG00000202337	107	46.73
7676	ENSG00000202343	135	41.48
7321	ENSG00000202347	164	48.78
57	ENSG00000202358	107	36.45
25933	ENSG00000202363	153	47.71
6051	ENSG00000202392	317	53.63
7961	ENSG00000202400	70	37.14
26094	ENSG00000202408	156	48.72
6022	ENSG00000202415	319	51.41
5698	ENSG00000202429	182	40.11
25972	ENSG00000202441	96	39.58
2334	ENSG00000202474	119	58.82
4654	ENSG00000202503	71	50.7
5368	ENSG00000202512	335	47.46
5004	ENSG00000202515	89	60.67
1212	ENSG00000202529	72	34.72
2692	ENSG00000202538	141	45.39
5010	ENSG00000202566	85	38.82
2311	ENSG00000202569	73	56.16
6431	ENSG00000203279	578	41.52
23522	ENSG00000203280	957	50.17
4383	ENSG00000203288	992	42.79
5740	ENSG00000203321	719	38.7
3853	ENSG00000203325	624	47.71
17305	ENSG00000203326	6107	43.64
20203	ENSG00000203327	916	37.18
17849	ENSG00000203362	990	41.46
19391	ENSG00000203414	1453	44.94
11214	ENSG00000203441	872	42.99
1039	ENSG00000203485	7578	63.24
23333	ENSG00000203489	880	48.18
17054	ENSG00000203497	778	55.62
21955	ENSG00000203499	2737	49.91
19856	ENSG00000203546	3860	38.95
22569	ENSG00000203581	933	51.88
12149	ENSG00000203588	542	43.88
15620	ENSG00000203620	2257	46.6
11408	ENSG00000203644	910	33.96
12781	ENSG00000203663	4300	35.53
4950	ENSG00000203666	6167	42.37
8373	ENSG00000203667	2631	39.53
1705	ENSG00000203668	7594	37.83
7148	ENSG00000203684	594	52.98
4949	ENSG00000203685	7705	49.66
15772	ENSG00000203697	2596	46.64
11442	ENSG00000203705	2389	40.66
10350	ENSG00000203706	726	58.06
7445	ENSG00000203709	15145	47.66
12660	ENSG00000203710	8597	39.16
708	ENSG00000203711	979	45.12
8651	ENSG00000203721	1417	42.07
1358	ENSG00000203722	1107	54.05
5451	ENSG00000203724	588	40.35
7886	ENSG00000203727	6089	39.36
9952	ENSG00000203730	2500	45.48
12813	ENSG00000203734	4483	41.45
7039	ENSG00000203737	1088	44.12
7165	ENSG00000203739	1815	40.31
6443	ENSG00000203740	992	38.04
17035	ENSG00000203747	2385	44.74
12338	ENSG00000203757	1844	37.8
20549	ENSG00000203760	750	35.46
3559	ENSG00000203761	1709	52.8
16281	ENSG00000203772	3128	66.04
4477	ENSG00000203778	2543	36.12
323	ENSG00000203780	1583	41.49
8873	ENSG00000203782	1230	60.26
2756	ENSG00000203783	1229	46.42
15627	ENSG00000203791	3587	40.87
14461	ENSG00000203795	596	44.96
21269	ENSG00000203797	2130	44.49
9280	ENSG00000203799	6751	41.97
504	ENSG00000203804	1914	48.94
1897	ENSG00000203814	1954	41.91
1922	ENSG00000203819	580	60
2420	ENSG00000203857	1676	44.53
2421	ENSG00000203859	1783	43.8
9205	ENSG00000203865	1180	45.35
13564	ENSG00000203867	7233	43.93
2047	ENSG00000203870	904	40.59
14280	ENSG00000203872	2110	40.23
11903	ENSG00000203875	1032	40.9
9468	ENSG00000203878	2829	42.64
6904	ENSG00000203879	4069	59.79
13978	ENSG00000203880	3843	45.7
19051	ENSG00000203883	1864	70.68
14575	ENSG00000203896	2410	68.95
23361	ENSG00000203907	1007	45.33
21067	ENSG00000203908	1018	58.6
6093	ENSG00000203910	871	39.2
18690	ENSG00000203930	1381	40.81
2842	ENSG00000203943	1567	39.5
15660	ENSG00000203950	1244	60.16
18462	ENSG00000203952	1790	40.28
6432	ENSG00000203963	4304	39.43
1766	ENSG00000203965	3795	35.15
16702	ENSG00000203993	2210	56.78
250	ENSG00000203995	4469	43.56
20070	ENSG00000203999	2281	53.02
20792	ENSG00000204001	2625	62.24
21599	ENSG00000204010	1972	43.27
25917	ENSG00000204019	548	41.53
12418	ENSG00000204020	1197	35.81
7945	ENSG00000204022	3575	32.94
23702	ENSG00000204025	2806	39.31
15006	ENSG00000204033	3177	45.5
12223	ENSG00000204044	1957	50.06
14691	ENSG00000204054	9557	54.66
18678	ENSG00000204055	2047	53.77
12987	ENSG00000204065	1168	50.63
3224	ENSG00000204070	2915	49.54
16143	ENSG00000204084	4694	46.64
11550	ENSG00000204086	1560	46.03
15287	ENSG00000204091	1165	43.75
1048	ENSG00000204099	3013	65.6
10999	ENSG00000204103	3393	56.44
1177	ENSG00000204104	4279	44.49
12003	ENSG00000204113	1225	47.84
23084	ENSG00000204116	6797	37.63
14493	ENSG00000204117	2112	49.3
14452	ENSG00000204118	2044	48.19
5610	ENSG00000204120	7878	39.44
3367	ENSG00000204128	3657	48.86
24065	ENSG00000204130	4502	40.87
2211	ENSG00000204131	13660	45.33
7467	ENSG00000204136	3478	46.73
698	ENSG00000204138	6190	42.87
10887	ENSG00000204147	5482	38.24
16230	ENSG00000204149	2703	41.1
8025	ENSG00000204160	5020	51.59
3073	ENSG00000204161	2070	47.39
24073	ENSG00000204165	863	48.97
12348	ENSG00000204172	2387	40.48
7618	ENSG00000204175	1966	57.21
7611	ENSG00000204176	6428	52.37
8617	ENSG00000204177	4294	41.22
6792	ENSG00000204178	3917	40.69
18136	ENSG00000204186	10286	37.53
23652	ENSG00000204187	1121	43.86
8304	ENSG00000204188	960	50.5
20617	ENSG00000204193	1787	39.93
9868	ENSG00000204194	498	51
17286	ENSG00000204195	1365	48.7
7931	ENSG00000204209	2613	54.16
15986	ENSG00000204217	11461	41.04
4373	ENSG00000204219	1559	48.56
16936	ENSG00000204220	1915	54.13
25926	ENSG00000204227	1752	53.03
24102	ENSG00000204228	990	56.62
25404	ENSG00000204231	2908	53.95
4001	ENSG00000204237	1600	62.12
5066	ENSG00000204241	2206	56.04
15298	ENSG00000204248	6425	56.6
20979	ENSG00000204252	3489	52.53
13520	ENSG00000204253	881	47.33
12138	ENSG00000204256	4894	51.46
16402	ENSG00000204257	1735	43.69
24650	ENSG00000204261	1267	52.24
25530	ENSG00000204262	6949	34.62
24630	ENSG00000204264	1351	50.56
25016	ENSG00000204267	5684	43.88
16567	ENSG00000204271	4835	39.64
16556	ENSG00000204272	1529	45.2
13217	ENSG00000204277	2934	54.6
13224	ENSG00000204278	2490	60.32
11002	ENSG00000204282	3192	52.98
22407	ENSG00000204283	4678	56
15239	ENSG00000204287	1280	42.88
23891	ENSG00000204290	1460	42.02
7930	ENSG00000204291	5496	46.99
23831	ENSG00000204296	2179	38.14
20383	ENSG00000204301	6745	51.81
19989	ENSG00000204304	3205	54.92
19125	ENSG00000204305	1597	56.66
18958	ENSG00000204308	1168	51.43
24319	ENSG00000204310	2496	50.57
13870	ENSG00000204311	1942	39.79
24282	ENSG00000204314	2782	58.65
25054	ENSG00000204315	1345	54.57
9982	ENSG00000204316	1888	57.66
19395	ENSG00000204323	4344	60.02
23362	ENSG00000204335	2033	66.42
19882	ENSG00000204338	1971	62.07
7753	ENSG00000204344	1894	53.1
23111	ENSG00000204345	1303	45.64
23637	ENSG00000204347	1805	58.45
1784	ENSG00000204348	2093	58.72
5877	ENSG00000204351	4507	54.18
22830	ENSG00000204352	1154	48.14
1937	ENSG00000204356	1855	49.59
18776	ENSG00000204361	1873	38
8684	ENSG00000204366	1875	64.33
22598	ENSG00000204370	1439	41.79
3392	ENSG00000204371	4129	53.82
8673	ENSG00000204380	4067	44.15
19190	ENSG00000204381	2590	44.3
10406	ENSG00000204385	2634	53.62
2197	ENSG00000204386	4616	52.86
4166	ENSG00000204387	1053	48.85
4185	ENSG00000204388	2521	58.75
5199	ENSG00000204389	2483	59.73
7487	ENSG00000204390	2544	48.71
2234	ENSG00000204392	876	48.13
12214	ENSG00000204393	846	55.88
4832	ENSG00000204394	4312	53.81
2292	ENSG00000204396	2881	54.45
15583	ENSG00000204397	1051	37.44
19400	ENSG00000204403	1685	37.2
24511	ENSG00000204406	9512	36.28
9920	ENSG00000204410	3094	48.41
25692	ENSG00000204420	2396	53.52
17189	ENSG00000204421	992	52.94
14125	ENSG00000204424	920	53.27
14294	ENSG00000204427	2260	50.35
14185	ENSG00000204428	1428	52.93
21162	ENSG00000204435	1792	52.7
12415	ENSG00000204438	2793	53.99
22967	ENSG00000204439	2475	57.01
10811	ENSG00000204442	8503	37.4
25742	ENSG00000204444	1184	50.15
25733	ENSG00000204463	3815	52.36
24018	ENSG00000204469	6893	53.44
12513	ENSG00000204472	1180	53.97
2550	ENSG00000204475	1097	51.82
13284	ENSG00000204482	1832	55.49
24490	ENSG00000204498	1478	48.1
24470	ENSG00000204511	955	57.45
3723	ENSG00000204514	3146	46.12
15467	ENSG00000204516	2446	49.6
2900	ENSG00000204518	1575	47.24
13456	ENSG00000204519	4564	45.44
13959	ENSG00000204520	2260	50.38
17521	ENSG00000204524	2396	46.41
15201	ENSG00000204525	1880	59.28
20961	ENSG00000204528	593	52.15
20655	ENSG00000204531	2276	52.24
22799	ENSG00000204536	2958	51.86
2767	ENSG00000204538	1150	57.74
4024	ENSG00000204540	3827	52.26
8891	ENSG00000204544	3651	50.08
18882	ENSG00000204547	499	46.68
24919	ENSG00000204556	353	44.41
11180	ENSG00000204560	3445	49.99
11149	ENSG00000204564	1978	52.14
20488	ENSG00000204568	1610	46.36
20465	ENSG00000204569	4525	46.34
3684	ENSG00000204572	1176	59.52
19594	ENSG00000204574	3481	47.97
21118	ENSG00000204576	3429	44.95
12462	ENSG00000204577	2848	59.87
15787	ENSG00000204580	4148	55.25
549	ENSG00000204583	921	57.07
4218	ENSG00000204584	2100	51.71
24815	ENSG00000204588	2436	47.66
22548	ENSG00000204590	7490	49.56
10372	ENSG00000204592	2601	55.48
9436	ENSG00000204599	3535	44.36
9272	ENSG00000204603	2473	46.09
18754	ENSG00000204604	6074	43.2
9670	ENSG00000204610	2217	47.09
22610	ENSG00000204611	4335	42.23
5312	ENSG00000204613	3546	45.76
7207	ENSG00000204616	2043	47.05
8467	ENSG00000204618	2206	56.28
8437	ENSG00000204619	1731	49.16
17454	ENSG00000204620	549	47.57
1478	ENSG00000204622	1622	57.53
10053	ENSG00000204623	9771	41.59
11339	ENSG00000204624	5215	52.85
10046	ENSG00000204625	663	51.62
2502	ENSG00000204628	1651	52.35
10078	ENSG00000204632	1578	56.38
22568	ENSG00000204634	3803	44.32
4760	ENSG00000204642	1635	45.02
3248	ENSG00000204644	1980	48.32
19381	ENSG00000204650	9678	46.27
9879	ENSG00000204653	1040	62.99
8279	ENSG00000204655	2499	45.69
11430	ENSG00000204657	3061	42.73
10746	ENSG00000204659	785	56.31
10771	ENSG00000204661	3245	56.89
21072	ENSG00000204666	1525	45.78
8655	ENSG00000204671	904	49.08
6485	ENSG00000204673	3640	59.67
4618	ENSG00000204677	1510	44.85
17515	ENSG00000204681	4527	45.01
18966	ENSG00000204682	3801	57.39
12200	ENSG00000204683	614	39.22
19886	ENSG00000204685	1721	46.6
10000	ENSG00000204688	3024	41.35
9877	ENSG00000204694	2611	39.08
17517	ENSG00000204706	2097	41.14
15973	ENSG00000204710	991	56.84
5653	ENSG00000204711	873	39.04
17257	ENSG00000204713	7006	44.66
25837	ENSG00000204745	3795	38.47
12494	ENSG00000204758	2067	48.99
16563	ENSG00000204764	4739	37.4
18572	ENSG00000204767	2999	43.59
11938	ENSG00000204778	655	36.48
11939	ENSG00000204779	3109	54.23
21013	ENSG00000204789	2397	37.59
12465	ENSG00000204790	386	36.46
12190	ENSG00000204791	1390	70.38
14089	ENSG00000204792	3662	45.7
21268	ENSG00000204802	2541	47.91
18553	ENSG00000204814	906	48.41
24654	ENSG00000204815	2255	50.27
24044	ENSG00000204822	1162	53.92
19459	ENSG00000204832	1811	42.78
15339	ENSG00000204837	1707	35.18
13874	ENSG00000204839	3469	67.13
936	ENSG00000204842	4702	42.52
21237	ENSG00000204843	5414	49.96
16361	ENSG00000204851	5308	61.25
247	ENSG00000204852	4209	44.42
1950	ENSG00000204856	1679	43.77
21504	ENSG00000204859	2484	57.78
22542	ENSG00000204860	3437	50.72
21034	ENSG00000204866	1920	40.54
23429	ENSG00000204872	765	55.42
25913	ENSG00000204882	1515	61.78
9726	ENSG00000204899	2299	38.9
23506	ENSG00000204909	604	36.08
10387	ENSG00000204913	891	56.29
25785	ENSG00000204920	2732	40.41
23050	ENSG00000204922	2288	52.86
9708	ENSG00000204923	5666	39.97
24016	ENSG00000204930	3763	48.38
18223	ENSG00000204934	2973	53.74
18686	ENSG00000204936	2222	56.11
18268	ENSG00000204946	4452	51.5
17190	ENSG00000204947	3220	47.09
12295	ENSG00000204949	1347	49.3
18075	ENSG00000204950	2219	67.42
25571	ENSG00000204952	2302	39.48
2716	ENSG00000204954	1738	41.85
6343	ENSG00000204956	4604	44.99
13781	ENSG00000204959	4532	49.21
12340	ENSG00000204961	6900	39.93
12325	ENSG00000204962	5260	40.02
11693	ENSG00000204963	5221	40.11
2512	ENSG00000204969	5254	40.11
21789	ENSG00000204970	5263	40.15
11201	ENSG00000204977	7249	41.26
10268	ENSG00000204978	946	50.31
10429	ENSG00000204983	1433	51.95
22367	ENSG00000204991	3235	54.79
3229	ENSG00000205002	2299	43.15
4615	ENSG00000205018	1812	56.42
13857	ENSG00000205022	1272	64.6
20714	ENSG00000205037	3468	57.84
15356	ENSG00000205038	13076	35.43
11633	ENSG00000205041	1462	57.46
15797	ENSG00000205045	3119	42.3
6341	ENSG00000205054	2226	44.5
8043	ENSG00000205056	10626	38.82
9182	ENSG00000205057	686	38.76
9500	ENSG00000205060	6797	40.49
3055	ENSG00000205078	858	46.1
13765	ENSG00000205084	4278	45.28
9363	ENSG00000205085	5749	46.44
24612	ENSG00000205089	2642	49.78
17005	ENSG00000205090	796	66.02
4808	ENSG00000205106	649	58.36
18399	ENSG00000205111	1567	40.66
5528	ENSG00000205116	492	70.6
5526	ENSG00000205126	1820	47.51
3993	ENSG00000205129	1134	37.11
24999	ENSG00000205133	3672	34.5
18774	ENSG00000205138	1117	63.38
9828	ENSG00000205143	1411	55.85
25256	ENSG00000205155	1661	52
1528	ENSG00000205176	6598	52.74
17629	ENSG00000205177	811	53.99
8441	ENSG00000205181	6113	50.26
13374	ENSG00000205189	10132	38.89
1776	ENSG00000205208	3521	41.13
1427	ENSG00000205209	2505	42.31
23824	ENSG00000205212	2806	38.77
25361	ENSG00000205213	5206	39.08
2537	ENSG00000205220	1218	61.37
10306	ENSG00000205221	2810	43.29
8840	ENSG00000205238	1742	51.28
20530	ENSG00000205250	2615	56.55
14303	ENSG00000205268	3673	37.7
24628	ENSG00000205269	8362	36.55
1116	ENSG00000205277	16737	51.94
9408	ENSG00000205302	2128	36.08
10279	ENSG00000205307	1031	67.67
13839	ENSG00000205309	1635	49.17
9038	ENSG00000205323	2242	42.48
9453	ENSG00000205327	939	36.53
1909	ENSG00000205336	4254	55.51
20967	ENSG00000205339	6191	40.4
633	ENSG00000205352	1375	48.6
19097	ENSG00000205356	6564	56.22
17351	ENSG00000205358	697	54.64
14597	ENSG00000205361	191	53.97
23270	ENSG00000205362	396	51.05
25655	ENSG00000205363	6573	54.89
18097	ENSG00000205364	829	59.35
24309	ENSG00000205396	3340	59.95
10451	ENSG00000205403	2368	38
18864	ENSG00000205413	6852	37.75
9889	ENSG00000205423	2965	40.53
7398	ENSG00000205424	3466	56.07
8019	ENSG00000205426	1929	58.16
8919	ENSG00000205436	2341	63.07
12730	ENSG00000205439	410	63.66
7227	ENSG00000205464	3524	40.74
1643	ENSG00000205476	16393	56.04
22663	ENSG00000205482	1050	52.59
15369	ENSG00000205485	2667	41.83
14205	ENSG00000205497	4393	35.16
17274	ENSG00000205500	1966	43.6
18569	ENSG00000205502	1579	67.12
5506	ENSG00000205517	2542	50.52
14964	ENSG00000205531	2511	44.27
8326	ENSG00000205534	4221	40.43
16340	ENSG00000205537	1287	49.49
15383	ENSG00000205542	1702	50.47
17907	ENSG00000205544	511	57.95
9565	ENSG00000205559	578	63.15
10853	ENSG00000205560	2662	58.44
12204	ENSG00000205571	1550	42.22
16235	ENSG00000205572	1889	43.63
22224	ENSG00000205578	2487	55.29
23031	ENSG00000205581	4299	42.26
24561	ENSG00000205583	1192	50.41
21697	ENSG00000205584	468	50.42
406	ENSG00000205593	4939	60.26
20767	ENSG00000205609	3085	47.26
22025	ENSG00000205611	4472	51.32
12782	ENSG00000205628	3484	35.43
25351	ENSG00000205629	1529	45.35
24834	ENSG00000205639	2850	48.5
399	ENSG00000205643	1875	57.88
24028	ENSG00000205644	870	56.55
1949	ENSG00000205659	2776	40.2
21710	ENSG00000205663	2194	48.84
12040	ENSG00000205664	922	49.39
2582	ENSG00000205669	1365	47.45
25012	ENSG00000205670	1857	47.19
25761	ENSG00000205678	3573	33.53
22404	ENSG00000205682	2079	44.36
20487	ENSG00000205683	4520	45.75
11033	ENSG00000205693	1023	42.85
6576	ENSG00000205702	1740	63.27
1979	ENSG00000205704	1510	55.02
16778	ENSG00000205707	1259	38.05
10624	ENSG00000205710	3199	62.9
10301	ENSG00000205726	17015	42.47
2588	ENSG00000205730	7247	49.31
22667	ENSG00000205740	3104	46.7
15649	ENSG00000205744	2933	55.66
20690	ENSG00000205746	6405	64.37
23870	ENSG00000205755	1789	46.94
190	ENSG00000205758	2558	41.59
22954	ENSG00000205763	1303	43.81
3258	ENSG00000205765	5241	36.01
15914	ENSG00000205771	1653	44.36
15875	ENSG00000205784	1638	50.25
12243	ENSG00000205786	3312	46.84
3244	ENSG00000205790	3071	59.26
21815	ENSG00000205791	1540	45.19
21877	ENSG00000205794	1613	45.74
15021	ENSG00000205795	2738	53.23
20534	ENSG00000205808	2944	47.55
16501	ENSG00000205809	1221	33.53
23271	ENSG00000205810	1028	33.78
16134	ENSG00000205832	3823	50.9
21253	ENSG00000205838	3410	39.96
6090	ENSG00000205846	1682	36.72
16704	ENSG00000205847	1198	44.84
3272	ENSG00000205853	1295	42.18
9343	ENSG00000205856	1909	42.24
14514	ENSG00000205857	907	45.03
15143	ENSG00000205863	1825	44.52
22090	ENSG00000205867	1118	59.3
15485	ENSG00000205869	942	64.76
415	ENSG00000205871	792	42.17
19090	ENSG00000205885	5272	51.7
4062	ENSG00000205890	3061	58
11130	ENSG00000205899	902	76.39
12005	ENSG00000205903	5392	61.59
5662	ENSG00000205913	3523	56.05
16040	ENSG00000205918	2387	52.98
24246	ENSG00000205923	1374	61.32
9298	ENSG00000205927	3262	59.22
10548	ENSG00000205929	1155	44.02
10546	ENSG00000205930	2453	42.17
20091	ENSG00000205937	3337	49.19
24607	ENSG00000205940	2176	42.24
10358	ENSG00000205959	3204	52.14
10787	ENSG00000205978	7857	52.95
7458	ENSG00000205981	1630	39.17
18117	ENSG00000206013	736	64.88
10265	ENSG00000206028	2613	52.86
23160	ENSG00000206043	5127	36.67
17280	ENSG00000206052	8890	36.17
19851	ENSG00000206053	3718	47.78
19934	ENSG00000206075	2783	41.84
22662	ENSG00000206077	2733	49.17
9942	ENSG00000206102	318	49.06
12383	ENSG00000206113	2790	55.18
8331	ENSG00000206120	2327	36.09
9443	ENSG00000206127	1997	53.32
11706	ENSG00000206140	2593	57.46
15358	ENSG00000206149	5187	42.75
7138	ENSG00000206150	1607	51.63
17391	ENSG00000206159	944	45.12
19259	ENSG00000206172	674	67.26
25106	ENSG00000206177	592	58.24
13810	ENSG00000206181	3050	57.15
758	ENSG00000206187	1967	43.09
682	ENSG00000206190	6766	46.51
16719	ENSG00000206195	4136	41.82
6113	ENSG00000206199	2419	36.93
19075	ENSG00000206203	1816	58.2
522	ENSG00000206260	801	68.04
445	ENSG00000206262	3538	53.14
16507	ENSG00000206337	2658	44.5
11453	ENSG00000206341	1096	60.53
14855	ENSG00000206344	1720	49.73
5469	ENSG00000206384	9581	39.26
9180	ENSG00000206417	2600	57.61
20065	ENSG00000206418	2137	42.23
23521	ENSG00000206432	10638	44.76
16892	ENSG00000206448	519	48.55
9900	ENSG00000206503	1868	55.18
514	ENSG00000206527	4257	40.56
16885	ENSG00000206530	7069	38.49
6125	ENSG00000206535	2210	39.31
1631	ENSG00000206538	10400	36.26
22752	ENSG00000206557	8685	45.54
6872	ENSG00000206559	1716	35.96
25055	ENSG00000206560	6564	37.11
19582	ENSG00000206561	3005	46.58
19695	ENSG00000206562	4020	42.52
1659	ENSG00000206567	1897	56.76
20439	ENSG00000206573	3253	41.7
24660	ENSG00000206579	19880	40.12
4972	ENSG00000206597	149	63.76
5341	ENSG00000206602	65	38.46
1993	ENSG00000206603	138	40.58
25996	ENSG00000206605	107	42.99
5716	ENSG00000206609	92	40.22
1753	ENSG00000206611	75	37.33
26007	ENSG00000206612	135	43.7
26067	ENSG00000206620	79	35.44
6540	ENSG00000206621	92	41.3
