Genes	Transcript_Length	GC_Content
6327	ENSG00000153531	9759	55.43
7059	ENSG00000153551	2066	45.15
16638	ENSG00000153558	3847	38.73
16437	ENSG00000153560	7394	40.23
17585	ENSG00000153561	6301	40.38
15354	ENSG00000153563	3048	46.9
14601	ENSG00000153574	1848	41.25
6274	ENSG00000153767	3012	38.04
5587	ENSG00000153774	1275	42.3
8321	ENSG00000153786	3442	48.57
2919	ENSG00000153790	3357	40.32
12769	ENSG00000153802	2817	35.77
14091	ENSG00000153814	3125	41.44
16405	ENSG00000153815	4357	51.33
9970	ENSG00000153823	2745	38.63
16131	ENSG00000153827	9874	38.19
18066	ENSG00000153832	3120	43.78
16369	ENSG00000153879	4109	44.81
17327	ENSG00000153885	4918	56
6516	ENSG00000153896	3476	43.51
3063	ENSG00000153898	2871	40.38
9724	ENSG00000153902	2891	55.73
2286	ENSG00000153904	4017	39.19
5734	ENSG00000153914	9353	35.5
13992	ENSG00000153922	8095	35.16
7465	ENSG00000153933	8660	38.37
3008	ENSG00000153936	6736	36.82
13645	ENSG00000153944	7612	47.5
14235	ENSG00000153975	2195	36.54
6164	ENSG00000153982	1821	40.89
12950	ENSG00000153989	4676	37.38
17349	ENSG00000153993	6265	34.14
15015	ENSG00000154001	6659	40.18
7835	ENSG00000154016	2651	56.69
6533	ENSG00000154025	4436	56.84
731	ENSG00000154027	3929	39.61
10044	ENSG00000154040	2252	43.36
16250	ENSG00000154059	3792	38.35
12199	ENSG00000154079	1196	40.87
10342	ENSG00000154099	4708	47.35
6453	ENSG00000154102	1237	53.1
7979	ENSG00000154114	5142	36.59
6296	ENSG00000154118	4023	56.65
15687	ENSG00000154122	8214	43.87
14610	ENSG00000154124	7800	41.68
9917	ENSG00000154127	6912	45.84
13795	ENSG00000154134	4569	56.31
2303	ENSG00000154144	4468	40.05
13197	ENSG00000154146	1306	53.29
10388	ENSG00000154153	3268	42.39
7003	ENSG00000154165	1252	46.81
5838	ENSG00000154174	4409	38.61
1856	ENSG00000154175	6783	37.02
13535	ENSG00000154188	4353	36.05
12964	ENSG00000154217	6359	44.62
715	ENSG00000154222	5642	51.22
16155	ENSG00000154227	3894	40.8
14115	ENSG00000154229	8751	43.87
9121	ENSG00000154237	11632	46.01
13104	ENSG00000154240	3517	37.96
16120	ENSG00000154258	6514	37.68
13111	ENSG00000154262	8186	36.3
10380	ENSG00000154263	6362	36.13
10428	ENSG00000154265	8220	34.61
17857	ENSG00000154269	3418	38.13
13147	ENSG00000154274	1949	41
16468	ENSG00000154277	1578	44.57
6524	ENSG00000154305	8142	39.16
12029	ENSG00000154309	4762	37.44
2316	ENSG00000154310	6970	39.55
3311	ENSG00000154319	4094	52.59
2090	ENSG00000154328	2671	48.93
5527	ENSG00000154330	4032	40.29
3535	ENSG00000154358	26925	53.87
17159	ENSG00000154359	3594	38.66
3095	ENSG00000154370	5774	56.97
5668	ENSG00000154380	13168	38.55
7025	ENSG00000154429	5121	43.58
1214	ENSG00000154447	5272	39.27
1268	ENSG00000154451	4699	38.29
11036	ENSG00000154473	7828	39.33
6955	ENSG00000154479	2181	38.68
2191	ENSG00000154485	1919	52.3
3385	ENSG00000154511	2646	39.43
14032	ENSG00000154518	5484	40.96
2479	ENSG00000154548	3599	40.77
3806	ENSG00000154556	5996	40.39
13041	ENSG00000154582	2780	41.19
13560	ENSG00000154589	607	41.99
4444	ENSG00000154608	4587	35.63
18167	ENSG00000154611	1876	37.99
7874	ENSG00000154620	1669	45.65
11327	ENSG00000154639	6254	40.2
16908	ENSG00000154640	1485	37.74
17088	ENSG00000154642	5433	37.16
16874	ENSG00000154645	2548	37.04
16609	ENSG00000154655	4534	39.96
8006	ENSG00000154710	4319	44.49
4703	ENSG00000154719	1199	37.94
4156	ENSG00000154721	4337	39.65
4155	ENSG00000154723	1179	41.96
6040	ENSG00000154727	5120	36.67
3028	ENSG00000154734	5191	45.12
6951	ENSG00000154736	9056	38.23
616	ENSG00000154743	3918	43.16
3737	ENSG00000154760	8469	41.71
5179	ENSG00000154764	4041	51.85
6772	ENSG00000154767	3832	45.2
9073	ENSG00000154781	2942	42.28
11818	ENSG00000154783	5768	48.45
2546	ENSG00000154803	3638	53.29
15367	ENSG00000154813	3131	40.8
16207	ENSG00000154814	3983	42.08
18126	ENSG00000154822	4147	39.07
11835	ENSG00000154832	2936	59.29
5281	ENSG00000154839	2905	39.41
10077	ENSG00000154845	3925	39.14
17733	ENSG00000154856	3809	46.2
6763	ENSG00000154874	8688	38.34
14248	ENSG00000154889	4236	45.88
3741	ENSG00000154898	5227	38.11
216	ENSG00000154914	4169	45.05
6359	ENSG00000154917	5526	49.59
4393	ENSG00000154920	2354	47.88
7224	ENSG00000154928	4672	44.84
13502	ENSG00000154930	4767	52
868	ENSG00000154945	4184	44.45
17214	ENSG00000154957	2767	41.67
1435	ENSG00000154978	2962	46.42
15320	ENSG00000155008	6466	37.15
9622	ENSG00000155011	3638	36.05
3577	ENSG00000155016	4944	40.45
15720	ENSG00000155026	3222	48.15
418	ENSG00000155034	3498	54.7
15648	ENSG00000155085	6326	38.27
15092	ENSG00000155090	3659	48.47
3827	ENSG00000155093	4723	51.39
17445	ENSG00000155096	4721	40.82
12271	ENSG00000155097	5612	38.39
13744	ENSG00000155099	2970	35.6
14005	ENSG00000155100	3434	34.94
12611	ENSG00000155111	6246	39.87
6657	ENSG00000155115	952	45.43
11528	ENSG00000155158	10483	40.09
10998	ENSG00000155189	3685	38.61
18191	ENSG00000155229	3797	44.91
12722	ENSG00000155252	4189	44.74
12841	ENSG00000155254	3221	57.63
16096	ENSG00000155256	3047	48.53
13259	ENSG00000155265	6447	48.74
3442	ENSG00000155275	4157	49.1
10558	ENSG00000155287	1451	45.02
16719	ENSG00000155304	3986	36.7
12600	ENSG00000155307	2744	36.33
10431	ENSG00000155313	5341	35.41
10723	ENSG00000155324	3175	38.95
18075	ENSG00000155329	2178	42.73
14905	ENSG00000155330	6640	37.09
1466	ENSG00000155363	4689	48.61
6182	ENSG00000155366	2199	57.18
2006	ENSG00000155367	2474	58.3
595	ENSG00000155368	842	50.37
4403	ENSG00000155380	4374	40.76
6762	ENSG00000155393	3560	42.6
6673	ENSG00000155438	1734	43.01
13284	ENSG00000155463	2971	46.66
15455	ENSG00000155465	3017	47.24
4924	ENSG00000155506	6595	46.52
387	ENSG00000155508	2708	44.08
3936	ENSG00000155530	3462	39.59
2131	ENSG00000155542	1619	38.6
2102	ENSG00000155545	5240	38.91
5145	ENSG00000155561	6266	38.99
12932	ENSG00000155592	7523	43.2
2888	ENSG00000155621	3321	38.63
11839	ENSG00000155629	4803	44.36
16218	ENSG00000155636	2964	36.95
2901	ENSG00000155657	109224	37.71
14289	ENSG00000155659	2190	40.15
18034	ENSG00000155660	2903	50.87
18027	ENSG00000155666	2462	51.92
14337	ENSG00000155714	1331	44.63
9643	ENSG00000155729	2940	40.26
3512	ENSG00000155744	9333	39.16
3858	ENSG00000155749	2075	40.89
14265	ENSG00000155755	5592	38.83
15274	ENSG00000155760	3859	52.76
3407	ENSG00000155761	6924	37.52
17328	ENSG00000155792	2569	43.18
16445	ENSG00000155827	3940	38.17
2882	ENSG00000155846	10568	49
7901	ENSG00000155849	4022	41.67
781	ENSG00000155850	8080	41.19
10434	ENSG00000155858	6584	43.31
844	ENSG00000155868	2402	41.05
11436	ENSG00000155876	1589	52.17
1642	ENSG00000155893	4654	44.59
3876	ENSG00000155903	5614	36.35
6157	ENSG00000155906	2052	42.29
16992	ENSG00000155926	3451	46.56
8650	ENSG00000155957	2952	38.11
14665	ENSG00000155959	1686	40.41
13014	ENSG00000155961	3505	41.08
15848	ENSG00000155962	2655	38.46
17888	ENSG00000155966	13746	38.84
7997	ENSG00000155970	3992	35.97
1498	ENSG00000155974	5216	38.59
5766	ENSG00000155975	4906	37.12
5027	ENSG00000155980	5824	47.7
14803	ENSG00000156011	11690	39.93
3377	ENSG00000156017	4130	37.59
8990	ENSG00000156026	3224	38.8
9060	ENSG00000156030	8091	51.27
8000	ENSG00000156042	6686	39.86
11820	ENSG00000156050	4078	46.72
13843	ENSG00000156052	6539	39.13
8652	ENSG00000156097	4921	49.33
9780	ENSG00000156110	2222	37.42
15082	ENSG00000156113	12071	43.94
1779	ENSG00000156127	980	44.52
10608	ENSG00000156136	2716	38.98
10753	ENSG00000156140	6409	35.82
5430	ENSG00000156150	1859	58.93
11544	ENSG00000156162	6197	40.06
8505	ENSG00000156170	2549	42.88
1247	ENSG00000156171	2246	37.94
2636	ENSG00000156172	3334	37.4
2358	ENSG00000156194	4163	43.45
1991	ENSG00000156219	1577	39.79
286	ENSG00000156232	5101	41.55
2099	ENSG00000156234	1203	40.75
363	ENSG00000156239	4865	38.62
17067	ENSG00000156253	3094	45.42
17344	ENSG00000156256	3835	38.76
16340	ENSG00000156261	2005	38.32
14949	ENSG00000156265	2093	40.51
12873	ENSG00000156273	5769	39.61
6718	ENSG00000156299	7200	43.86
11169	ENSG00000156304	4193	38.12
13926	ENSG00000156313	4768	37.62
3260	ENSG00000156345	5503	53.16
11261	ENSG00000156374	2230	43.89
114	ENSG00000156381	6727	59.91
6522	ENSG00000156384	1503	37.96
7388	ENSG00000156395	5757	40.94
12512	ENSG00000156398	6866	48.44
2299	ENSG00000156411	1659	47.77
6973	ENSG00000156414	4782	42.7
10693	ENSG00000156453	4793	54.92
8262	ENSG00000156467	5575	38.18
8242	ENSG00000156469	1529	38.81
12716	ENSG00000156471	5177	43.71
7586	ENSG00000156475	10704	39.61
6704	ENSG00000156482	1129	42.56
8089	ENSG00000156500	2598	41.63
12764	ENSG00000156502	2484	41.8
11802	ENSG00000156504	4326	40.17
16251	ENSG00000156508	4441	47.14
10968	ENSG00000156509	3082	38.91
17968	ENSG00000156510	3689	47.96
11653	ENSG00000156515	3999	47.64
4613	ENSG00000156521	3644	53.24
9067	ENSG00000156531	4759	37.47
17380	ENSG00000156535	9401	38.58
8645	ENSG00000156574	1665	51.26
17353	ENSG00000156587	1573	48.66
18161	ENSG00000156599	4666	45.38
11933	ENSG00000156603	1637	45.7
9406	ENSG00000156639	3366	39.23
15336	ENSG00000156642	2817	41.2
7839	ENSG00000156650	8287	40.6
11719	ENSG00000156671	6935	43.24
2610	ENSG00000156675	7811	45.87
11098	ENSG00000156697	2488	45.09
3067	ENSG00000156709	2468	42.98
12734	ENSG00000156711	6196	53.28
13309	ENSG00000156735	4453	41.83
2029	ENSG00000156738	3475	40.06
15161	ENSG00000156787	3502	39.82
8028	ENSG00000156795	1491	45.17
6544	ENSG00000156802	5565	40.58
11173	ENSG00000156804	6744	44.08
350	ENSG00000156831	1195	39.89
12697	ENSG00000156853	3547	48.18
13191	ENSG00000156858	2316	57.98
13904	ENSG00000156860	5200	59.46
4865	ENSG00000156869	2678	38
14083	ENSG00000156873	5539	52.63
3998	ENSG00000156875	2777	39.5
5302	ENSG00000156876	3972	36.48
16727	ENSG00000156886	3912	51.78
12955	ENSG00000156928	3044	41.44
9746	ENSG00000156931	5047	38.45
10095	ENSG00000156958	5299	38.36
621	ENSG00000156966	3706	63.2
1974	ENSG00000156968	5820	44.78
17686	ENSG00000156970	3725	38.74
6911	ENSG00000156973	1175	42.51
2631	ENSG00000156976	5327	41.94
16940	ENSG00000156983	4736	51.62
14124	ENSG00000156990	2491	52.21
673	ENSG00000157014	5342	46.98
654	ENSG00000157017	1425	53.5
684	ENSG00000157020	2374	46.85
13194	ENSG00000157036	2792	42.1
2508	ENSG00000157045	2398	47.6
11784	ENSG00000157064	5663	44.41
3186	ENSG00000157077	5194	40.84
11420	ENSG00000157087	9101	49.6
6608	ENSG00000157106	16115	39.95
12981	ENSG00000157107	4981	37.04
4255	ENSG00000157110	3110	42.19
10285	ENSG00000157111	1535	47.7
8637	ENSG00000157152	3871	40.96
2498	ENSG00000157168	5931	37.9
9781	ENSG00000157181	3792	35.17
7191	ENSG00000157184	4539	44.68
13093	ENSG00000157191	4619	49.4
1928	ENSG00000157193	7648	51.78
1377	ENSG00000157212	5515	40.81
1058	ENSG00000157216	3168	50.93
15231	ENSG00000157224	3565	39.02
7502	ENSG00000157227	3732	57.23
10755	ENSG00000157240	6963	47.74
4723	ENSG00000157259	3962	42.14
15960	ENSG00000157303	1195	52.27
4287	ENSG00000157306	2524	52.26
17096	ENSG00000157315	938	45.6
11625	ENSG00000157322	3660	57.08
16593	ENSG00000157326	1443	45.27
16050	ENSG00000157335	3660	57.16
7626	ENSG00000157343	1254	46.92
9680	ENSG00000157349	3386	45.56
6442	ENSG00000157350	8872	51.87
4561	ENSG00000157353	4439	55.27
14756	ENSG00000157379	2660	48.04
3491	ENSG00000157388	8991	43.72
2920	ENSG00000157404	5186	40.87
7130	ENSG00000157423	15719	41.08
5030	ENSG00000157426	3590	38.98
1107	ENSG00000157429	3220	43.01
5353	ENSG00000157445	3675	42.18
17229	ENSG00000157450	5913	39.52
6875	ENSG00000157456	2503	42.64
9076	ENSG00000157470	3465	42.37
12338	ENSG00000157483	8673	43.52
4382	ENSG00000157500	6058	37.38
940	ENSG00000157510	4177	46.32
13108	ENSG00000157514	2266	48.75
14539	ENSG00000157538	5648	44.22
15484	ENSG00000157540	17562	39.17
15403	ENSG00000157551	8399	41.07
17438	ENSG00000157554	5034	41.91
17757	ENSG00000157557	3936	46.04
4774	ENSG00000157570	4229	50.12
14112	ENSG00000157578	2564	41.25
17929	ENSG00000157593	2063	58.08
11275	ENSG00000157600	5567	42.06
9909	ENSG00000157601	3470	47.01
17466	ENSG00000157617	6345	47.89
11827	ENSG00000157625	7987	38.95
6217	ENSG00000157637	4300	56.73
15934	ENSG00000157653	2130	43.34
15351	ENSG00000157657	9289	45.61
4501	ENSG00000157680	12928	39.15
9678	ENSG00000157693	4578	47.67
17790	ENSG00000157734	3713	58.09
5357	ENSG00000157741	14444	39.02
1692	ENSG00000157764	9578	38
15837	ENSG00000157765	4122	47.92
3683	ENSG00000157778	1391	57.7
7591	ENSG00000157796	4520	39.3
4348	ENSG00000157800	3488	45.22
599	ENSG00000157823	5891	44.42
12845	ENSG00000157827	5575	40.57
14185	ENSG00000157833	5138	58.42
2418	ENSG00000157837	4148	40.88
7631	ENSG00000157856	2491	44.06
17196	ENSG00000157869	1810	36.22
13291	ENSG00000157870	2827	64.59
8483	ENSG00000157873	4255	64.06
12664	ENSG00000157881	2677	60.69
16117	ENSG00000157890	6163	48.98
15225	ENSG00000157895	4469	49.65
17926	ENSG00000157911	2871	61.52
15300	ENSG00000157916	3044	53.95
12753	ENSG00000157933	5613	57.48
4383	ENSG00000157954	4476	48.23
1556	ENSG00000157978	4670	54.63
7214	ENSG00000157985	10832	47.33
9713	ENSG00000157992	956	53.33
14634	ENSG00000157999	1257	46.52
3302	ENSG00000158006	3581	45.67
9177	ENSG00000158019	1852	39.38
9416	ENSG00000158023	4675	46.53
10368	ENSG00000158042	1969	48.63
13754	ENSG00000158050	1688	63.6
2082	ENSG00000158062	2646	53.25
14853	ENSG00000158079	4517	39.39
17056	ENSG00000158089	2733	46.29
8622	ENSG00000158092	2403	39.43
6491	ENSG00000158104	1709	51.4
17636	ENSG00000158106	3683	64.97
10634	ENSG00000158109	2414	52.22
5719	ENSG00000158113	2028	50.5
7680	ENSG00000158122	2863	43.4
709	ENSG00000158156	2692	55.55
13952	ENSG00000158158	4800	50.16
1332	ENSG00000158161	6085	39.52
8613	ENSG00000158163	3493	45.71
10506	ENSG00000158164	685	43.49
993	ENSG00000158169	4585	41.78
5918	ENSG00000158186	4538	48.52
3242	ENSG00000158195	5676	44
12755	ENSG00000158201	2080	42.45
7212	ENSG00000158220	4620	48.84
1955	ENSG00000158234	3161	40.46
3850	ENSG00000158246	2368	55.49
10036	ENSG00000158270	5742	43.13
14085	ENSG00000158286	3924	57.32
9897	ENSG00000158290	4902	39.25
15479	ENSG00000158292	4082	60.31
11984	ENSG00000158301	3935	51.49
4475	ENSG00000158315	2129	44.61
6384	ENSG00000158321	7006	41.07
10251	ENSG00000158373	789	42.24
13779	ENSG00000158402	2128	44.09
7645	ENSG00000158406	2163	41.76
18143	ENSG00000158411	3270	39.09
12236	ENSG00000158417	5777	38.48
10729	ENSG00000158423	1949	48.89
13743	ENSG00000158427	2186	41.72
13431	ENSG00000158428	2383	52.07
9482	ENSG00000158435	2599	43.29
128	ENSG00000158457	1863	48.14
340	ENSG00000158467	5056	39.97
12159	ENSG00000158470	4722	42.32
8396	ENSG00000158473	2253	49.88
8406	ENSG00000158477	2096	45.1
1707	ENSG00000158480	4138	52.29
8415	ENSG00000158481	1435	43.64
12604	ENSG00000158482	1007	47.42
4718	ENSG00000158483	2110	52.97
8422	ENSG00000158485	1395	42.81
16249	ENSG00000158486	12394	44.03
8437	ENSG00000158488	1820	44.56
14604	ENSG00000158517	2354	54.13
1620	ENSG00000158525	2573	50.6
353	ENSG00000158526	1534	47.57
17523	ENSG00000158528	10090	36.45
12598	ENSG00000158545	4654	51.75
6212	ENSG00000158552	2021	50.41
17914	ENSG00000158555	4150	53.41
15735	ENSG00000158571	1929	40.44
13409	ENSG00000158578	2027	43.2
16381	ENSG00000158604	2322	48.93
2567	ENSG00000158615	5227	40.44
1048	ENSG00000158623	3134	40.91
11161	ENSG00000158636	6848	37.68
3254	ENSG00000158669	6298	45.7
12779	ENSG00000158683	9092	44.25
17708	ENSG00000158691	5495	41.13
1674	ENSG00000158710	1604	56.56
4427	ENSG00000158711	10239	41.85
9852	ENSG00000158714	2996	49.75
3220	ENSG00000158715	3341	54.41
7898	ENSG00000158716	756	59.37
7545	ENSG00000158717	2419	62.53
10964	ENSG00000158747	2172	47.57
10852	ENSG00000158748	1984	52.93
9828	ENSG00000158769	4835	47.22
7727	ENSG00000158773	1807	50.71
16281	ENSG00000158792	2335	62.58
9273	ENSG00000158793	2081	49.13
10768	ENSG00000158796	2345	46.36
16377	ENSG00000158805	4589	56.58
15209	ENSG00000158806	1874	48.45
16772	ENSG00000158813	5278	38.75
3534	ENSG00000158825	963	48.54
8671	ENSG00000158828	3821	50.78
10980	ENSG00000158850	3178	52.28
8882	ENSG00000158856	2772	54.92
7711	ENSG00000158859	9773	51.48
15318	ENSG00000158863	4245	57.17
963	ENSG00000158864	2064	49.73
10351	ENSG00000158865	2745	45.54
10757	ENSG00000158869	591	49.29
9683	ENSG00000158874	927	53.51
955	ENSG00000158882	2807	52.77
6551	ENSG00000158887	1955	50.52
7336	ENSG00000158941	4853	50.83
2688	ENSG00000158966	5547	39.92
14842	ENSG00000158985	4352	39.71
14833	ENSG00000158987	8357	37.88
6431	ENSG00000159023	6388	41.87
5673	ENSG00000159055	1575	40.72
8617	ENSG00000159063	1677	42.15
7560	ENSG00000159069	2392	68.96
4620	ENSG00000159079	2503	47.5
2054	ENSG00000159082	7094	38.08
5948	ENSG00000159086	3995	38.15
696	ENSG00000159110	4284	44.16
10761	ENSG00000159111	2013	49.17
592	ENSG00000159128	2221	44.83
4041	ENSG00000159131	3571	41.63
1862	ENSG00000159140	8813	38.94
2720	ENSG00000159147	2332	37.85
1302	ENSG00000159164	4416	52.21
14246	ENSG00000159167	3883	43.81
3314	ENSG00000159176	8475	50.68
15467	ENSG00000159186	636	45.44
245	ENSG00000159189	1183	54.68
3914	ENSG00000159199	2214	50.08
7434	ENSG00000159200	2816	44.24
6151	ENSG00000159202	4250	47.44
1203	ENSG00000159208	1803	47.53
12684	ENSG00000159210	2319	47.13
8277	ENSG00000159212	3860	45.73
4578	ENSG00000159214	2654	57.95
8856	ENSG00000159216	7274	41.54
6769	ENSG00000159228	1924	50.62
3687	ENSG00000159231	1169	48.69
14804	ENSG00000159239	7033	46.04
11919	ENSG00000159247	1735	43.57
10821	ENSG00000159256	4246	42.3
3136	ENSG00000159259	4480	46.73
885	ENSG00000159263	4442	51.13
5485	ENSG00000159267	6466	44.35
16142	ENSG00000159314	4754	54.68
2466	ENSG00000159322	4576	43.53
15498	ENSG00000159335	1150	61.84
10392	ENSG00000159339	2267	49.06
2905	ENSG00000159346	2177	44.28
5487	ENSG00000159348	3033	50.33
1654	ENSG00000159352	1350	47.67
14408	ENSG00000159363	3981	57.23
9010	ENSG00000159374	2543	40.62
6924	ENSG00000159377	2067	49.27
6027	ENSG00000159388	2712	53.33
8907	ENSG00000159399	5772	47.62
13273	ENSG00000159403	3501	51.4
4896	ENSG00000159409	3246	57.78
12508	ENSG00000159423	3363	55.04
6367	ENSG00000159433	15567	43.49
2963	ENSG00000159445	2406	42.1
2442	ENSG00000159450	6995	51.46
5911	ENSG00000159459	7761	39.81
14373	ENSG00000159461	3600	42.2
2968	ENSG00000159479	1924	46.78
17150	ENSG00000159496	3779	55.37
1316	ENSG00000159556	1881	59.5
10904	ENSG00000159579	3586	41.63
3477	ENSG00000159588	2988	58.1
762	ENSG00000159592	3736	41.19
15190	ENSG00000159593	1909	46.31
4963	ENSG00000159596	2439	44.47
7119	ENSG00000159618	4768	47.15
4050	ENSG00000159640	5120	58.35
6560	ENSG00000159648	2360	50.91
1949	ENSG00000159658	5767	40.17
2833	ENSG00000159674	2156	53.74
728	ENSG00000159685	1159	46.24
2126	ENSG00000159692	4250	60.99
4254	ENSG00000159712	2980	38.17
9510	ENSG00000159713	1736	61.15
11293	ENSG00000159714	2047	55.45
14953	ENSG00000159720	3390	53.78
12859	ENSG00000159723	764	60.42
11536	ENSG00000159733	4131	52.52
14325	ENSG00000159753	4687	62.9
12601	ENSG00000159761	1719	64.38
7723	ENSG00000159784	5856	55.07
17999	ENSG00000159788	5512	50.96
12150	ENSG00000159792	3481	52.29
10978	ENSG00000159840	2493	58.32
13885	ENSG00000159842	5595	55.2
14857	ENSG00000159871	2499	45.42
7533	ENSG00000159873	3985	44.33
18076	ENSG00000159882	4115	40.86
13567	ENSG00000159884	1324	52.82
777	ENSG00000159885	1598	42.04
17631	ENSG00000159899	3686	48.3
4401	ENSG00000159904	1352	49.98
9915	ENSG00000159905	2535	41.33
5934	ENSG00000159915	2938	42.23
5433	ENSG00000159917	4219	39.47
6717	ENSG00000159921	5298	43.82
3188	ENSG00000159958	3944	58.34
15240	ENSG00000160007	8889	47.96
15310	ENSG00000160013	2107	59.04
7360	ENSG00000160014	2536	57.51
2425	ENSG00000160049	6032	48.52
3128	ENSG00000160050	1415	54.62
4836	ENSG00000160051	2252	55.4
4805	ENSG00000160055	2736	51.46
2881	ENSG00000160058	4599	47.99
3979	ENSG00000160062	7075	43.45
2652	ENSG00000160072	4314	58.83
8875	ENSG00000160075	4176	53.87
10094	ENSG00000160087	2455	56.33
972	ENSG00000160094	3106	50.56
9885	ENSG00000160097	2732	54.01
9123	ENSG00000160111	5992	50.2
15395	ENSG00000160113	2404	58.96
15800	ENSG00000160117	3218	57.78
2825	ENSG00000160124	769	39.16
13637	ENSG00000160131	4717	41.5
2733	ENSG00000160145	10888	42.68
6184	ENSG00000160172	2496	52.92
12402	ENSG00000160179	3475	51.02
17859	ENSG00000160183	3196	50.46
5224	ENSG00000160185	2754	49.32
9714	ENSG00000160190	3664	48.79
901	ENSG00000160191	3412	51.29
12510	ENSG00000160193	2205	53.71
17512	ENSG00000160194	4676	46.83
17679	ENSG00000160199	5180	46.99
9520	ENSG00000160200	2656	59.18
11674	ENSG00000160201	4694	43.66
2840	ENSG00000160208	5090	47.51
5442	ENSG00000160209	7366	57.26
10724	ENSG00000160211	2631	56.32
3923	ENSG00000160213	2354	54.21
1112	ENSG00000160214	3022	57.27
12213	ENSG00000160216	5767	51.71
16061	ENSG00000160218	6976	46.02
3107	ENSG00000160219	4718	40.81
8431	ENSG00000160221	2265	56.16
9856	ENSG00000160223	7080	56.51
9704	ENSG00000160224	4306	63.87
9413	ENSG00000160226	4532	60.43
8376	ENSG00000160229	1745	38.46
6037	ENSG00000160233	5869	61.26
4714	ENSG00000160255	4781	57.45
3216	ENSG00000160256	927	56.7
4436	ENSG00000160271	5817	58.92
17072	ENSG00000160284	2303	50.77
16869	ENSG00000160285	4936	53.33
7913	ENSG00000160293	5101	56.31
16346	ENSG00000160294	6333	47.4
17946	ENSG00000160298	2975	52.19
11629	ENSG00000160299	10560	51.58
12339	ENSG00000160305	7023	44.91
9031	ENSG00000160307	971	44.31
1670	ENSG00000160310	4031	45.52
3326	ENSG00000160318	974	66.05
16737	ENSG00000160321	3992	38.16
17182	ENSG00000160323	4934	55.14
18024	ENSG00000160325	2880	58.04
11263	ENSG00000160326	3417	61.28
15649	ENSG00000160336	4061	44.23
9287	ENSG00000160352	6812	38.78
650	ENSG00000160360	3633	66.05
5634	ENSG00000160392	3628	50.5
8469	ENSG00000160401	2708	57.75
8514	ENSG00000160404	3496	59.86
10278	ENSG00000160408	2460	53.52
1478	ENSG00000160410	2363	53.53
1141	ENSG00000160439	3022	52.13
11810	ENSG00000160445	4259	51.42
3110	ENSG00000160446	2536	61.4
5504	ENSG00000160447	3375	57.66
10584	ENSG00000160469	3079	54.48
11151	ENSG00000160505	3670	42.93
13067	ENSG00000160539	2675	51.73
9390	ENSG00000160551	12407	41.03
10043	ENSG00000160563	1431	44
16996	ENSG00000160570	1894	52.69
16245	ENSG00000160584	6331	40.48
15636	ENSG00000160588	3968	40.94
11081	ENSG00000160593	5610	44.11
16574	ENSG00000160602	3581	53.77
7504	ENSG00000160606	1017	60.34
7396	ENSG00000160613	9347	50.91
3119	ENSG00000160633	3471	47.35
14869	ENSG00000160654	2678	42.54
3830	ENSG00000160678	2621	55.61
5140	ENSG00000160679	2553	44.38
2381	ENSG00000160683	4431	54.19
3374	ENSG00000160685	4017	60.41
5801	ENSG00000160688	2656	51.25
59	ENSG00000160691	3481	53.79
4912	ENSG00000160695	3388	48.94
13266	ENSG00000160703	4092	53.41
2427	ENSG00000160710	6625	45.35
853	ENSG00000160712	5914	49.12
1055	ENSG00000160714	3210	50.99
5806	ENSG00000160716	5867	54.69
4883	ENSG00000160741	2644	53.2
15177	ENSG00000160746	3212	40.85
51	ENSG00000160752	2017	50.48
836	ENSG00000160753	3403	58.03
5111	ENSG00000160766	2922	49.29
5793	ENSG00000160767	3082	57.4
1586	ENSG00000160781	2143	60.95
3357	ENSG00000160783	1275	48.91
4857	ENSG00000160785	6952	48.29
1168	ENSG00000160789	3190	53.04
9862	ENSG00000160791	3450	43.53
6228	ENSG00000160796	8827	59.9
3077	ENSG00000160799	2412	51.44
5297	ENSG00000160803	3576	50.71
14838	ENSG00000160813	1031	67.13
12173	ENSG00000160818	2464	48.64
5241	ENSG00000160856	4725	40.64
17738	ENSG00000160867	3122	60.18
11596	ENSG00000160868	2342	39.62
12741	ENSG00000160877	4445	55.78
7528	ENSG00000160883	3066	54.28
8203	ENSG00000160888	2934	62.33
11672	ENSG00000160908	2179	47.6
15781	ENSG00000160917	1738	53.24
14056	ENSG00000160932	1419	63.58
5157	ENSG00000160948	2337	63.23
6518	ENSG00000160949	6607	62.9
13565	ENSG00000160953	4067	52.99
2897	ENSG00000160957	3896	65.51
4134	ENSG00000160959	5328	63.14
11052	ENSG00000160961	4672	46.91
4779	ENSG00000160972	4311	57.4
567	ENSG00000160991	10811	54.69
565	ENSG00000160993	2105	54.42
1945	ENSG00000160999	2113	56.99
6288	ENSG00000161010	4145	49.4
83	ENSG00000161011	2986	54.99
1877	ENSG00000161013	3027	64.04
2587	ENSG00000161016	1041	60.89
386	ENSG00000161021	5723	47.65
2464	ENSG00000161036	5491	61.06
15576	ENSG00000161040	2744	39.83
9101	ENSG00000161048	4988	40.35
15308	ENSG00000161055	714	73.16
6643	ENSG00000161057	3054	38.99
12568	ENSG00000161091	2124	57.07
6660	ENSG00000161179	1613	67.56
1181	ENSG00000161202	5254	52.91
4025	ENSG00000161203	2091	54.13
70	ENSG00000161204	2844	51.95
7281	ENSG00000161217	5597	46.69
4749	ENSG00000161249	2811	54.04
